,Token,ATH date,Price,24hr change,24 hrs High,3 days High,7 days High,30 days High,24 hrs Wick High,24 hrs Volume,cmc_rank,symbol,ratings,contract_address,CATEGORY,self_reported_tags,url,ALGORITHM,OTHERS,date_added,PLATFORM,slug
783,DEEP/USDT,2024-10-18,0.050415,56.16094659893446,-0.25522317188983296,-0.25522317188983296,,,-2.1694836318475557,9108960.891419,,,,,,,,,,,,
68,AAVE/USDT,2024-09-23,156.607,2.5532388610943766,-0.24650623590710502,-1.4579295764013032,-5.325361512791989,-11.543957750854297,-0.6741929346102545,607272.1092035,48.0,AAVE/USDT,4.2,"['Ethereum', 'HECO', 'Gnosis Chain', 'Fantom', 'Avalanche C-Chain', 'Polygon', 'BNB Smart Chain (BEP20)', 'Sora', 'Solana', 'Near']","['DeFi', 'DAO', 'Yield Farming', 'Three Arrows Capital Portfolio', 'Governance', 'Lending & Borrowing', 'Blockchain Capital Portfolio', 'DeFiance Capital Portfolio', 'Framework Ventures Portfolio', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'ParaFi Capital', 'Standard Crypto Portfolio']",,https://coinmarketcap.com/currencies/aave,No tags available for this,No tags available for this,2020-10-02,"['Polygon Ecosystem', 'Fantom Ecosystem', 'Optimism Ecosystem']",aave
244,FTT/USDT,2024-10-08,2.033,2.832574607991898,-0.24533856722276223,-6.913919413919424,-6.913919413919424,-33.69210697977822,-2.071290944123321,472727.8955831,53.0,FTT/USDT,no rating found,"['BNB Beacon Chain (BEP2)', 'Ethereum', 'Solana']","['Centralized Exchange (CEX) Token', 'Derivatives', 'CMS Holdings Portfolio', 'Kenetic Capital Portfolio', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'Exnetwork Capital Portfolio', 'FTX Bankruptcy Estate ', 'SEC Security Token', 'Alleged SEC Securities', 'Celsius Bankruptcy Estate']",,https://coinmarketcap.com/currencies/ftx-token,No tags available for this,No tags available for this,2019-07-31,No tags available for this,ftx-token
105,ZEN/USDT,2024-09-28,8.14,1.1180124223602466,-0.24509803921568107,-5.326820190742035,-5.326820190742035,-7.918552036199087,-0.3915810083210967,6036.2639732,274.0,ZEN/USDT,4.1,[],"['Platform', 'Privacy', 'Zero Knowledge Proofs', 'Masternodes', 'Scaling', 'Smart Contracts', 'Staking', 'Sidechain', 'DCG Portfolio']","['DPoS', 'PoS', 'PoW', 'Equihash', 'Education', 'Medium of Exchange', 'Platform', 'Services', 'Store Of Value', 'Enterprise Solutions', 'Zero Knowledge Proofs', 'Masternodes', 'Payments', 'Scaling', 'Smart Contracts', 'Staking', 'DAO', 'Horizen', 'Sidechain', 'DCG Portfolio', 'Hedera Hashgraph Ecosystem']",https://coinmarketcap.com/currencies/horizen,['PoW'],['Mineable'],2017-06-01,No tags available for this,horizen
560,MNT/USDT,2024-09-27,0.6198,0.9610685779442932,-0.24142926122645192,-2.7764705882352843,-4.0705773100139275,-7.520143240823635,-0.3536977491961382,58578.74274094,42.0,MNT/USDT,4.4,['Ethereum'],"['Layer 2', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/mantle,No tags available for this,No tags available for this,2023-07-17,['Ethereum Ecosystem'],mantle
202,SOL/USDT,2024-09-30,155.768,4.093074851479855,-0.2305800368927965,-0.2305800368927965,-1.7527925473203507,-2.7604719395717567,-0.5846161701258564,18842143.62156794845,6.0,SOL/USDT,4.1,[],"['Platform', 'CMS Holdings Portfolio', 'Kenetic Capital Portfolio', 'Alameda Research Portfolio', 'Multicoin Capital Portfolio', 'OKEx Blockdream Ventures Portfolio', 'Layer 1', 'FTX Bankruptcy Estate ', 'SEC Security Token', 'Alleged SEC Securities']",,https://coinmarketcap.com/currencies/solana,['PoS'],No tags available for this,2020-04-10,['Solana Ecosystem'],solana
82,NEO/USDT,2024-09-30,10.52,1.634656258453453,-0.23045626547044573,-2.085795925205461,-3.4915509238023703,-9.144298200158909,-0.3750142050835267,29169.2186187461,72.0,NEO/USDT,3.9,[],"['Platform', 'Smart Contracts']",,https://coinmarketcap.com/currencies/neo,No tags available for this,No tags available for this,2016-09-08,No tags available for this,neo
378,XDEFI/USDT,2024-09-28,0.04792,1.9357583492873733,-0.22902352696232753,-2.5620170801138755,-6.406250000000009,-27.33889310083396,-1.742874718064391,23268.040623807,927.0,XDEFI/USDT,3.7,['Ethereum'],"['Wallet', 'Animoca Brands Portfolio']",,https://coinmarketcap.com/currencies/xdefi-wallet,No tags available for this,No tags available for this,2021-11-18,No tags available for this,xdefi-wallet
354,GMT/USDT,2024-09-30,0.1313,2.418096723868948,-0.22796352583586227,-1.8684603886397624,-3.526818515797207,-20.85593731163351,-0.3793626707132021,55826.51432608,122.0,GMT/USDT,4.3,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Solana', 'Polygon']","['Collectibles & NFTs', 'Binance Launchpad', 'Move To Earn']","['Health', 'Marketplace', 'Platform', 'Sports', 'AI & Big Data', 'Collectibles & NFTs', 'DeFi', 'Gaming', 'Wallet', 'DApp', 'Ethereum Ecosystem', 'DEX', 'Solana Ecosystem', 'Polygon Ecosystem', 'Web3', 'BNB Chain', 'Move To Earn']",https://coinmarketcap.com/currencies/green-metaverse-token,No tags available for this,No tags available for this,2022-03-09,"['BNB Smart Chain', 'Solana Ecosystem', 'BNB Chain']",green-metaverse-token
11,CHR/USDT,2024-09-28,0.1839,3.0252100840336227,-0.21703743895821145,-2.801268498942917,-4.764370792335571,-19.939050936003476,-0.2711496746203907,16465.82806,304.0,CHR/USDT,3.5,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Platform', 'Collectibles & NFTs', 'DeFi', 'Metaverse', 'Real World Assets', 'Modular Blockchain']",,https://coinmarketcap.com/currencies/chromia,No tags available for this,No tags available for this,2019-05-28,"['Ethereum Ecosystem', 'Chromia Ecosystem', 'BNB Chain']",chromia
161,OGN/USDT,2024-09-28,0.08804,2.9707602339181127,-0.2153462541085907,-0.3395970115463081,-2.308033732800724,-10.700882442438385,-0.5759457933371095,74183.923882198,380.0,OGN/USDT,4.2,['Ethereum'],"['Collectibles & NFTs', 'DeFi', 'Kenetic Capital Portfolio', 'Pantera Capital Portfolio']","['Collectibles & NFTs', 'DeFi', 'Stablecoin', 'Staking', 'Yield Farming', 'Yield Aggregator', 'Metaverse']",https://coinmarketcap.com/currencies/origin-protocol,No tags available for this,No tags available for this,2020-01-09,No tags available for this,origin-protocol
614,STRIKE/USDT,2024-10-06,6.958,3.757828810020873,-0.21511544528896717,-2.929687499999999,-4.580362040592425,-11.599542624825311,-1.930937279774483,2615.27335,,,,,,,,,,,,
145,PUNDIX/USDT,2024-09-21,0.421,1.6171856142891585,-0.21332069210713722,-1.266416510318953,-1.3589503280224993,-11.573198907792488,-0.28422548555187926,9421.72235239,297.0,PUNDIX/USDT,4.2,['Ethereum'],No tags available,,https://coinmarketcap.com/currencies/pundix-new,No tags available,No tags available,2021-03-31,No tags available,pundix-new
164,GLQ/USDT,2024-10-15,0.094,7.551487414187637,-0.21231422505308462,-4.761904761904758,-10.815939278937375,-10.815939278937375,-2.185223725286165,375197.837426,1173.0,GLQ/USDT,3.8,"['Ethereum', 'Polygon']","['Platform', 'Analytics']","['Services', 'AI & Big Data', 'DeFi', 'Smart Contracts', 'Ethereum Ecosystem', 'Analytics', 'Web3']",https://coinmarketcap.com/currencies/graphlinq-protocol,No tags available for this,No tags available for this,2021-03-31,['Polygon Ecosystem'],graphlinq-protocol
243,BAND/USDT,2024-09-28,1.1337,3.3737576365459945,-0.2112490097702825,-2.2672413793103443,-4.3371867352966085,-15.847684085510691,-0.272695285010565,4077.8395458,180.0,BAND/USDT,4.0,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Gnosis Chain', 'Fantom']","['DeFi', 'Oracles', 'Binance Launchpad', 'Binance Labs Portfolio', 'Spartan Group']",,https://coinmarketcap.com/currencies/band-protocol,No tags available for this,No tags available for this,2019-09-18,"['Cosmos Ecosystem', 'Binance Chain', 'Solana Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Near Protocol Ecosystem', 'Injective Ecosystem', 'BNB Chain']",band-protocol
522,EGO/USDT,2024-09-27,0.0095,1.4957264957264904,-0.21008403361345504,-2.0618556701030983,-4.233870967741938,-16.81260945709282,-0.419287211740043,90975.385672504,2362.0,EGO/USDT,no rating found,['BNB Smart Chain (BEP20)'],No tags available,"['DeFi', 'DApp']",https://coinmarketcap.com/currencies/ego-paysenger,No tags available,No tags available,2022-08-22,No tags available,ego-paysenger
54,DOT/USDT,2024-09-27,4.2829,2.2635562665647746,-0.2073721981453137,-2.7872982726922095,-5.0186285815665785,-13.443543986580716,-0.30725541770443715,906308.83575503,12.0,DOT/USDT,4.0,"['BNB Smart Chain (BEP20)', 'HECO', 'Osmosis']","['Substrate', 'Three Arrows Capital Portfolio', 'Polychain Capital Portfolio', 'Arrington XRP Capital Portfolio', 'Blockchain Capital Portfolio', 'BoostVC Portfolio', 'CMS Holdings Portfolio', 'Coinfund Portfolio', 'Fabric Ventures Portfolio', 'Fenbushi Capital Portfolio', 'Hashkey Capital Portfolio', 'Kenetic Capital Portfolio', '1Confirmation Portfolio', 'Placeholder Ventures Portfolio', 'Pantera Capital Portfolio', 'Exnetwork Capital Portfolio', 'Spartan Group', 'Layer 1']",,https://coinmarketcap.com/currencies/polkadot-new,No tags available for this,No tags available for this,2020-08-19,"['Polkadot', 'Binance Chain', 'Polkadot Ecosystem', 'Injective Ecosystem', 'BNB Chain']",polkadot-new
83,EOS/USDT,2024-09-28,0.4824,0.9416195856873831,-0.20686801820438577,-2.0308692120227474,-2.6241421073879714,-12.131147540983614,-0.2687616291089566,122730.85523609,75.0,EOS/USDT,3.9,"['BNB Smart Chain (BEP20)', 'HECO']","['Smart Contracts', 'Fenbushi Capital Portfolio', 'Galaxy Digital Portfolio', 'DWF Labs Portfolio']","['Platform', 'Smart Contracts', 'DAO']",https://coinmarketcap.com/currencies/eos,No tags available for this,No tags available for this,2017-07-01,['EOS'],eos
74,ETH/USDT,2024-09-27,2657.94,2.303615348198096,-0.20500112637981666,-0.20500112637981666,-0.4852296978546571,-2.2133107685515565,-0.661895240408874,84927219.0228216757,2.0,ETH/USDT,4.6,"['BNB Smart Chain (BEP20)', 'HECO', 'Avalanche C-Chain', 'Viction', 'Sora', 'RSK RBTC', 'Velas', 'Solana', 'Klaytn', 'Near', 'Tezos', 'EthereumPoW', 'Ethereum', 'Starknet', 'Osmosis']","['Smart Contracts', 'Coinbase Ventures Portfolio', 'Three Arrows Capital Portfolio', 'Polychain Capital Portfolio', 'Binance Labs Portfolio', 'Blockchain Capital Portfolio', 'BoostVC Portfolio', 'CMS Holdings Portfolio', 'DCG Portfolio', 'DragonFly Capital Portfolio', 'Electric Capital Portfolio', 'Fabric Ventures Portfolio', 'Framework Ventures Portfolio', 'Hashkey Capital Portfolio', 'Kenetic Capital Portfolio', 'Huobi Capital Portfolio', 'Alameda Research Portfolio', 'a16z Portfolio', '1Confirmation Portfolio', 'Winklevoss Capital Portfolio', 'USV Portfolio', 'Placeholder Ventures Portfolio', 'Pantera Capital Portfolio', 'Multicoin Capital Portfolio', 'Paradigm Portfolio', 'Layer 1', 'FTX Bankruptcy Estate ']",,https://coinmarketcap.com/currencies/ethereum,['PoS'],No tags available for this,2015-08-07,"['Ethereum Ecosystem', 'Injective Ecosystem']",ethereum
140,ZIL/USDT,2024-09-28,0.01491,2.263374485596711,-0.20080321285140904,-2.4852844996729897,-6.108312342569262,-11.565836298932386,-0.3342245989304793,74003.04173842,123.0,ZIL/USDT,4.3,['BNB Smart Chain (BEP20)'],"['Platform', 'Smart Contracts', 'Polychain Capital Portfolio', 'Metaverse', 'Kenetic Capital Portfolio']","['Collectibles & NFTs', 'Sharding', 'Smart Contracts']",https://coinmarketcap.com/currencies/zilliqa,No tags available for this,['Mineable'],2018-01-25,"['Zilliqa Ecosystem', 'BNB Chain']",zilliqa
183,SFUND/USDT,2024-09-30,1.3952,4.4389550116026575,-0.20028612303289797,-0.20028612303289797,-3.346033945271909,-16.64974012784515,-8.210526315789474,133026.12588393,187.0,SFUND/USDT,4.6,"['BNB Smart Chain (BEP20)', 'Arbitrum', 'Ethereum']","['Launchpad', 'Play To Earn', 'DWF Labs Portfolio']",['Seedify'],https://coinmarketcap.com/currencies/seedify-fund,No tags available for this,No tags available for this,2021-03-29,"['Polygon Ecosystem', 'BNB Chain']",seedify-fund
308,HARD/USDT,2024-09-22,0.10639,0.7385664236341284,-0.19699812382739387,-4.411500449236296,-6.024202808939146,-25.098563784849336,-0.2063596285526667,3163.066230767,650.0,HARD/USDT,3.6,"['Ethereum', 'Polygon']","['DeFi', 'Binance Launchpool', 'Lending & Borrowing']",,https://coinmarketcap.com/currencies/hard-protocol,No tags available for this,No tags available for this,2020-11-02,"['Cosmos Ecosystem', 'Injective Ecosystem']",hard-protocol
298,KAVA/USDT,2024-09-20,0.3666,2.202397546696393,-0.19057990743262562,-4.031413612565451,-5.87933247753531,-9.926289926289925,-0.380434782608699,91542.41713178,76.0,KAVA/USDT,no rating found,"['Ethereum', 'BNB Beacon Chain (BEP2)', 'Polygon', 'Osmosis']","['DeFi', 'Binance Launchpad', 'Binance Labs Portfolio', 'Lending & Borrowing', 'Arrington XRP Capital Portfolio', 'Framework Ventures Portfolio', 'Hashkey Capital Portfolio', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/kava,No tags available for this,No tags available for this,2019-10-25,"['Cosmos Ecosystem', 'Injective Ecosystem']",kava
231,EGLD/USDT,2024-09-28,26.51,3.9200313602508823,-0.18825301204818207,-1.8874907475943674,-5.658362989323843,-12.73864384463462,-0.2633559066967522,150281.4766959382,46.0,EGLD/USDT,4.6,['BNB Smart Chain (BEP20)'],"['Binance Launchpad', 'Binance Labs Portfolio', 'Electric Capital Portfolio', 'Exnetwork Capital Portfolio', 'Layer 1', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/multiversx-egld,No tags available for this,No tags available for this,2020-09-04,"['Elrond Ecosystem', 'Injective Ecosystem', 'BNB Chain']",multiversx-egld
42,STX/USDT,2024-09-26,1.9347,5.2325265161816725,-0.18572976319454293,-0.18572976319454293,-0.18572976319454293,-5.80817916260953,-1.200081707690729,961753.42344712,50.0,STX/USDT,3.8,[],"['Platform', 'Collectibles & NFTs', 'DeFi', 'Smart Contracts', 'Metaverse', 'Arrington XRP Capital Portfolio', 'Blockchain Capital Portfolio', 'DCG Portfolio', 'Fabric Ventures Portfolio', 'Hashkey Capital Portfolio', 'Huobi Capital Portfolio', 'USV Portfolio']",,https://coinmarketcap.com/currencies/stacks,No tags available for this,['Mineable'],2019-10-28,"['Injective Ecosystem', 'Bitcoin Ecosystem']",stacks
292,GLM/USDT,2024-09-30,0.3326,3.3561218147918064,-0.18007202881152146,-1.247030878859852,-4.066916642630517,-17.078035402642733,-0.2698650674662704,11790.98811412,174.0,GLM/USDT,4.2,"['Ethereum', 'Polygon']",['Platform'],"['Platform', 'AI & Big Data', 'Distributed Computing', 'Ethereum Ecosystem', 'Polygon Ecosystem', 'Token', 'Generative AI']",https://coinmarketcap.com/currencies/golem-network-tokens,No tags available for this,No tags available for this,2016-11-18,['Polygon Ecosystem'],golem-network-tokens
77,BTC/USDT,2024-10-18,68768.6,2.7364577684356637,-0.17912094292514977,-0.17912094292514977,-0.17912094292514977,-0.17912094292514977,-0.33536231884057127,113360717.571461869,1.0,BTC/USDT,4.5,[],"['Store Of Value', 'State Channel', 'Coinbase Ventures Portfolio', 'Three Arrows Capital Portfolio', 'Polychain Capital Portfolio', 'Binance Labs Portfolio', 'Blockchain Capital Portfolio', 'BoostVC Portfolio', 'CMS Holdings Portfolio', 'DCG Portfolio', 'DragonFly Capital Portfolio', 'Electric Capital Portfolio', 'Fabric Ventures Portfolio', 'Framework Ventures Portfolio', 'Galaxy Digital Portfolio', 'Huobi Capital Portfolio', 'Alameda Research Portfolio', 'a16z Portfolio', '1Confirmation Portfolio', 'Winklevoss Capital Portfolio', 'USV Portfolio', 'Placeholder Ventures Portfolio', 'Pantera Capital Portfolio', 'Multicoin Capital Portfolio', 'Paradigm Portfolio', 'FTX Bankruptcy Estate ']",,https://coinmarketcap.com/currencies/bitcoin,"['PoW', 'SHA-256']",['Mineable'],2010-07-13,['Bitcoin Ecosystem'],bitcoin
13,BNB/USDT,2024-09-28,600.344,1.7528754139816642,-0.1719384480310207,-0.7285655229433566,-0.7285655229433566,-2.5087975991932283,-0.3231001676932894,1502752.939162,4.0,BNB/USDT,4.3,['Ethereum'],"['Centralized Exchange (CEX) Token', 'Smart Contracts', 'Alameda Research Portfolio', 'Multicoin Capital Portfolio', 'Layer 1', 'SEC Security Token', 'Alleged SEC Securities', 'Celsius Bankruptcy Estate']",,https://coinmarketcap.com/currencies/bnb,No tags available for this,No tags available for this,2017-07-25,['BNB Chain'],bnb
224,TRB/USDT,2024-09-28,64.962,4.386810644041657,-0.1690435210228661,-1.333535844471446,-4.542048109561656,-14.927777268500936,-0.6074144341253559,82468.6482689,144.0,TRB/USDT,3.8,"['Ethereum', 'Gnosis Chain', 'Polygon', 'Optimism', 'Arbitrum']","['DeFi', 'Oracles', 'Framework Ventures Portfolio']","['DeFi', 'Oracles']",https://coinmarketcap.com/currencies/tellor,No tags available for this,['Mineable'],2019-11-19,['Polygon Ecosystem'],tellor
631,ICE/USDT,2024-09-25,0.00533,4.305283757338546,-0.1685708934257413,-6.277474942852128,-12.737393582187298,-45.04588101866172,-3.1085257225958944,134566.4388764981,1542.0,ICE/USDT,3.7,['Polygon'],"['DAO', 'Metaverse', 'Play To Earn', 'Gaming Guild']","['Events', 'Marketplace', 'Medium of Exchange', 'Real Estate', 'VR/AR', 'Collectibles & NFTs', 'DeFi', 'E-commerce', 'Gaming', 'Entertainment', 'Music', 'Sharing Economy', 'DAO', 'DApp', 'Ethereum Ecosystem', 'TRON Ecosystem', 'Yield Farming', 'Binance Chain', 'BNB Smart Chain', 'Binance Launchpad', 'Binance Labs Portfolio', 'Metaverse', 'ETH 2.0 Staking', 'DCG Portfolio', 'Hashkey Capital Portfolio', 'Polygon Ecosystem', 'Play To Earn', 'Web3', 'Token']",https://coinmarketcap.com/currencies/decentral-games-ice,No tags available for this,No tags available for this,2021-10-25,['Polygon Ecosystem'],decentral-games-ice
450,MAGIC/USDT,2024-09-28,0.3559,4.584190420217457,-0.1683029453015398,-1.9018743109151095,-3.9924467224170437,-14.405964405964408,-0.41969781757134905,28673.3987703,182.0,MAGIC/USDT,3.6,"['Arbitrum', 'Ethereum']",['Metaverse'],"['Collectibles & NFTs', 'Gaming', 'DAO', 'Ethereum Ecosystem', 'Layer 2', 'Metaverse', 'Web3', 'Arbitrum Ecosystem']",https://coinmarketcap.com/currencies/magic-token,No tags available for this,No tags available for this,2021-11-18,['Arbitrum Ecosystem'],magic-token
356,STG/USDT,2024-09-27,0.3003,1.727642276422762,-0.16622340425531928,-3.626444159178427,-5.595724614900969,-15.976496922215999,-0.7600793126239157,4550.9863189,330.0,STG/USDT,3.8,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Avalanche C-Chain', 'Polygon', 'Fantom', 'Arbitrum']",['Cross-Chain'],,https://coinmarketcap.com/currencies/stargate-finance,No tags available for this,No tags available for this,2022-03-18,"['Ethereum Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Optimism Ecosystem']",stargate-finance
518,MAV/USDT,2024-09-28,0.1805,5.555555555555544,-0.1659292035398201,-4.446797247220761,-7.34086242299795,-28.344581183009137,-0.33130866924352137,9376.41268957,386.0,MAV/USDT,4.0,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Binance Launchpool', 'Pantera Capital Portfolio', 'Spartan Group', 'Circle Ventures Portfolio', 'Jump Crypto', 'Gemini Frontier Fund', 'Shima Capital']","['DeFi', 'Ethereum Ecosystem', 'Yield Farming', 'BNB Smart Chain', 'DEX', 'Pantera Capital Portfolio', 'zkSync Era Ecosystem']",https://coinmarketcap.com/currencies/maverick-protocol,No tags available for this,No tags available for this,2022-02-10,No tags available for this,maverick-protocol
723,ZEX/USDT,2024-09-20,0.0602,1.3468013468013387,-0.16583747927031983,-7.52688172043012,-7.52688172043012,-10.149253731343293,-0.16583747927031983,3830.177844,,,,,,,,,,,,
80,ONT/USDT,2024-09-21,0.19319,2.9687666560068178,-0.1653661309492982,-1.8692538223192914,-2.3602547255635336,-8.635611255615984,-0.2993239407545013,113533.096558644,190.0,ONT/USDT,4.3,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon', 'ONT']","['Metaverse', 'Huobi Capital Portfolio']",,https://coinmarketcap.com/currencies/ontology,No tags available for this,No tags available for this,2018-03-08,"['Fantom Ecosystem', 'Near Protocol Ecosystem', 'BNB Chain']",ontology
395,AKT/USDT,2024-09-27,2.4954,2.019623875715449,-0.1640328065613031,-5.146723430135311,-5.146723430135311,-18.309490293645855,-1.5349406147654159,399843.11031147,104.0,AKT/USDT,no rating found,['Osmosis'],['Generative AI'],,https://coinmarketcap.com/currencies/akash-network,No tags available for this,No tags available for this,2020-10-16,"['Cosmos Ecosystem', 'Injective Ecosystem']",akash-network
532,NTRN/USDT,2024-09-25,0.4012,4.479166666666664,-0.1493280238924812,-2.503037667071683,-5.799483446818502,-22.727272727272727,-0.1493280238924812,22116.24751616,141.0,NTRN/USDT,3.7,['Osmosis'],"['DeFi', 'Smart Contracts', 'Binance Launchpool', 'Binance Labs Portfolio', 'Coinfund Portfolio', 'Cross-Chain', 'Nomad Capital']","['Platform', 'Cosmos Ecosystem', 'Decentralized Exchange (DEX) Token', 'DeFi', 'Interoperability', 'DAO', 'DApp', 'DEX', 'DeFi 2.0']",https://coinmarketcap.com/currencies/neutron-ntrn,No tags available for this,No tags available for this,2023-06-13,No tags available for this,neutron-ntrn
563,AUCTION/USDT,2024-09-28,13.43,2.0516717325227933,-0.14869888475836116,-3.102453102453101,-4.819277108433733,-18.25928180158247,-0.29695619896066017,2505.914668,238.0,AUCTION/USDT,4.2,"['Ethereum', 'BNB Smart Chain (BEP20)']","['DeFi', 'Bounce Launchpad', 'DWF Labs Portfolio']","['Decentralized Exchange (DEX) Token', 'DeFi', 'DApp', 'DEX', 'Coinbase Ventures Portfolio', 'Launchpad', 'Binance Labs Portfolio', 'Blockchain Capital Portfolio', 'Pantera Capital Portfolio', 'ParaFi Capital', 'Bounce Launchpad', 'Cross-Chain']",https://coinmarketcap.com/currencies/bounce-token,No tags available for this,No tags available for this,2021-02-26,"['Polkadot Ecosystem', 'BNB Chain']",bounce-token
379,RACA/USDT,2024-09-29,0.0002024,6.358381502890172,-0.1480019733596484,-3.34288443170965,-7.32600732600733,-19.650655021834066,-3.6190476190476293,24988.31241530645,434.0,RACA/USDT,3.7,"['Ethereum', 'BNB Smart Chain (BEP20)', 'OKExChain']","['Collectibles & NFTs', 'Metaverse', 'Play To Earn', 'MVB', 'DWF Labs Portfolio']","['Marketplace', 'Collectibles & NFTs', 'DeFi', 'E-commerce', 'Gaming', 'Smart Contracts', 'Ethereum Ecosystem', 'Metaverse', 'Play To Earn', 'Web3', 'OKExChain Ecosystem', 'OKEx Blockdream Ventures Portfolio', 'BNB Chain']",https://coinmarketcap.com/currencies/radio-caca,No tags available for this,No tags available for this,2021-08-20,['BNB Chain'],radio-caca
438,TON/USDT,2024-09-27,5.2417,1.9092057937202176,-0.14668343048729035,-0.7028112449799306,-2.1157796451914215,-14.116953123719957,-0.300523062291973,2723299.761246517273,15.0,TON/USDT,4.2,"['Ethereum', 'BNB Smart Chain (BEP20)', 'TON']","['FTX Bankruptcy Estate ', 'DWF Labs Portfolio', 'Toncoin Ecosystem']",,https://coinmarketcap.com/currencies/toncoin,['PoS'],No tags available for this,2021-08-26,No tags available for this,toncoin
109,THETA/USDT,2024-09-28,1.2965,4.136546184738946,-0.14633394947627948,-2.7016885553470944,-5.344235964079721,-16.43032100038674,-0.4988488104374482,341538.72201694,64.0,THETA/USDT,4.4,[],"['Collectibles & NFTs', 'DeFi', 'Metaverse', 'Huobi Capital Portfolio']",,https://coinmarketcap.com/currencies/theta-network,No tags available for this,No tags available for this,2018-01-17,No tags available for this,theta-network
131,DYP/USDT,2024-09-29,0.02094,0.624699663623266,-0.14306151645206858,-2.2408963585434227,-9.311390212213077,-35.88487446417636,-1.4124293785310649,20737.380186867,1143.0,DYP/USDT,4.2,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Avalanche C-Chain']","['Collectibles & NFTs', 'DeFi', 'Metaverse']","['Collectibles & NFTs', 'DeFi', 'Smart Contracts', 'Staking', 'DApp', 'Yield Farming', 'Yield Aggregator', 'Governance', 'Launchpad', 'Metaverse', 'Analytics', 'Play To Earn']",https://coinmarketcap.com/currencies/defi-yield-protocol,No tags available for this,No tags available for this,2020-12-23,"['Avalanche Ecosystem', 'BNB Chain']",defi-yield-protocol
411,ICX/USDT,2024-09-28,0.1412,3.0656934306569203,-0.1414427157001455,-3.2876712328767113,-5.234899328859061,-12.024922118380069,-0.28248587570622274,11383.59056124,170.0,ICX/USDT,4.3,[],"['Platform', 'Interoperability', 'Smart Contracts', 'Kenetic Capital Portfolio', 'Pantera Capital Portfolio']","['DPoS', 'DeFi', 'Interoperability', 'Smart Contracts', 'Cross-Chain']",https://coinmarketcap.com/currencies/icon,No tags available for this,No tags available for this,2017-10-27,No tags available for this,icon
62,YFI/USDT,2024-09-30,4976.38,1.1860391821961942,-0.14066729675984055,-1.663646585266079,-3.3089292514786264,-11.052842302440142,-0.24255885560329912,14773.22434998,159.0,YFI/USDT,3.7,"['Ethereum', 'BNB Smart Chain (BEP20)', 'HECO', 'Fantom', 'Gnosis Chain', 'Avalanche C-Chain', 'Solana', 'Arbitrum', 'Near']","['DeFi', 'DAO', 'Yield Farming', 'Yield Aggregator', 'Yearn Partnerships', 'Three Arrows Capital Portfolio', 'Polychain Capital Portfolio', 'Governance', 'Blockchain Capital Portfolio', 'Framework Ventures Portfolio', 'Alameda Research Portfolio', 'ParaFi Capital', 'Standard Crypto Portfolio']",,https://coinmarketcap.com/currencies/yearn-finance,No tags available for this,No tags available for this,2020-07-18,"['Fantom Ecosystem', 'Arbitrum Ecosystem', 'BNB Chain']",yearn-finance
782,WMTX/USDT,2024-10-14,0.2133,0.37647058823529184,-0.1404494382022577,-4.649083594099249,,,-0.5594405594405626,20741.930733,,,,,,,,,,,,
490,LOCUS/USDT,2024-10-10,0.02206,2.2716736207695916,-0.13580805794476586,-4.460805543525334,-12.460317460317462,-18.296296296296298,-0.13580805794476586,10713.173501665,567.0,LOCUS/USDT,4.3,['Ethereum'],"['Platform', 'Scaling']",,https://coinmarketcap.com/currencies/locus-chain,No tags available for this,No tags available for this,2019-05-20,No tags available for this,locus-chain
670,OMNI/USDT,2024-09-30,9.045,2.504533091568451,-0.1324942033786072,-6.60815694372742,-13.012117714945179,-13.750357585582151,-0.4512436715826587,30601.55549,5303.0,OMNI/USDT,no rating found,[],No tags available for this,,https://coinmarketcap.com/currencies/omni,"['PoW', 'Scrypt']",No tags available for this,2013-12-24,No tags available for this,omni
